Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-04-21 09:50:00-04:00,412.0199890136719,412.0299987792969,411.4100036621094,411.56500244140625,378948,0.0,0.0,0.0
2023-04-21 09:51:00-04:00,411.57000732421875,411.57000732421875,411.2449951171875,411.29998779296875,338595,0.0,0.0,0.0
2023-04-21 09:52:00-04:00,411.2986145019531,411.6400146484375,411.2792053222656,411.5450134277344,237113,0.0,0.0,0.0
2023-04-21 09:53:00-04:00,411.5299987792969,411.70001220703125,411.42999267578125,411.6549987792969,584450,0.0,0.0,0.0
2023-04-21 09:54:00-04:00,411.6400146484375,411.6449890136719,411.45001220703125,411.45001220703125,151924,0.0,0.0,0.0
2023-04-21 09:55:00-04:00,411.45001220703125,411.4649963378906,411.2300109863281,411.25,153076,0.0,0.0,0.0
2023-04-21 09:56:00-04:00,411.25,411.2619934082031,410.91400146484375,411.19989013671875,343534,0.0,0.0,0.0
2023-04-21 09:57:00-04:00,411.2300109863281,411.4599914550781,411.17999267578125,411.31988525390625,178192,0.0,0.0,0.0
2023-04-21 09:58:00-04:00,411.3085021972656,411.3900146484375,411.19000244140625,411.2149963378906,112809,0.0,0.0,0.0
2023-04-21 09:59:00-04:00,411.2099914550781,411.2699890136719,410.94000244140625,411.0,125864,0.0,0.0,0.0
2023-04-21 10:00:00-04:00,410.9599914550781,410.989990234375,410.8500061035156,410.9200134277344,247900,0.0,0.0,0.0
2023-04-21 10:01:00-04:00,410.9100036621094,410.9100036621094,410.67999267578125,410.70001220703125,219360,0.0,0.0,0.0
2023-04-21 10:02:00-04:00,410.70001220703125,410.70001220703125,410.44000244140625,410.6400146484375,273349,0.0,0.0,0.0
2023-04-21 10:03:00-04:00,410.6400146484375,410.760009765625,410.55999755859375,410.57000732421875,1042303,0.0,0.0,0.0
2023-04-21 10:04:00-04:00,410.57000732421875,410.739990234375,410.45880126953125,410.6549987792969,232751,0.0,0.0,0.0
2023-04-21 10:05:00-04:00,410.67999267578125,410.989990234375,410.6199951171875,410.9599914550781,259630,0.0,0.0,0.0
2023-04-21 10:06:00-04:00,410.9800109863281,411.07501220703125,410.7950134277344,410.885009765625,202426,0.0,0.0,0.0
2023-04-21 10:07:00-04:00,410.885009765625,411.1000061035156,410.8699951171875,411.010009765625,172002,0.0,0.0,0.0
2023-04-21 10:08:00-04:00,411.010009765625,411.1799011230469,410.9700012207031,410.989990234375,132161,0.0,0.0,0.0
2023-04-21 10:09:00-04:00,410.9800109863281,411.07000732421875,410.92999267578125,411.0450134277344,139549,0.0,0.0,0.0
2023-04-21 10:10:00-04:00,411.05499267578125,411.1886901855469,411.0199890136719,411.05999755859375,107564,0.0,0.0,0.0
2023-04-21 10:11:00-04:00,411.05999755859375,411.30999755859375,411.0559997558594,411.2799987792969,167213,0.0,0.0,0.0
2023-04-21 10:12:00-04:00,411.29998779296875,411.489990234375,411.27978515625,411.3900146484375,255739,0.0,0.0,0.0
2023-04-21 10:13:00-04:00,411.4100036621094,411.5,411.3800048828125,411.44000244140625,123548,0.0,0.0,0.0
2023-04-21 10:14:00-04:00,411.4750061035156,411.5400085449219,411.44000244140625,411.4599914550781,119851,0.0,0.0,0.0
2023-04-21 10:15:00-04:00,411.4700012207031,411.5450134277344,411.32000732421875,411.3699951171875,166759,0.0,0.0,0.0
2023-04-21 10:16:00-04:00,411.3699951171875,411.4800109863281,411.30999755859375,411.45001220703125,132079,0.0,0.0,0.0
2023-04-21 10:17:00-04:00,411.4407043457031,411.95001220703125,411.4200134277344,411.9100036621094,229943,0.0,0.0,0.0
2023-04-21 10:18:00-04:00,411.92999267578125,412.1199951171875,411.8800048828125,411.9200134277344,476170,0.0,0.0,0.0
2023-04-21 10:19:00-04:00,411.93231201171875,412.0198974609375,411.9100036621094,411.9599914550781,230260,0.0,0.0,0.0
2023-04-21 10:20:00-04:00,412.05999755859375,412.05999755859375,412.05999755859375,412.05999755859375,349694,0.0,0.0,0.0
2023-04-21 10:21:00-04:00,412.05999755859375,412.1700134277344,411.9849853515625,411.989990234375,279856,0.0,0.0,0.0
2023-04-21 10:22:00-04:00,411.989990234375,412.0799865722656,411.92999267578125,411.94500732421875,205977,0.0,0.0,0.0
2023-04-21 10:23:00-04:00,411.92999267578125,412.052490234375,411.875,412.0400085449219,214990,0.0,0.0,0.0
2023-04-21 10:24:00-04:00,412.0450134277344,412.17999267578125,412.0450134277344,412.0599060058594,182885,0.0,0.0,0.0
2023-04-21 10:25:00-04:00,412.05999755859375,412.135009765625,411.989990234375,412.1000061035156,96446,0.0,0.0,0.0
2023-04-21 10:26:00-04:00,412.3092956542969,412.3500061035156,412.0799865722656,412.3092956542969,226673,0.0,0.0,0.0
2023-04-21 10:27:00-04:00,412.30999755859375,412.44000244140625,412.25,412.3599853515625,282328,0.0,0.0,0.0
2023-04-21 10:28:00-04:00,412.3800048828125,412.385009765625,412.0799865722656,412.1099853515625,162220,0.0,0.0,0.0
2023-04-21 10:29:00-04:00,412.114990234375,412.13800048828125,412.0199890136719,412.07000732421875,115613,0.0,0.0,0.0
2023-04-21 10:30:00-04:00,412.05999755859375,412.1000061035156,411.9800109863281,412.0,218329,0.0,0.0,0.0
2023-04-21 10:31:00-04:00,411.989990234375,412.2300109863281,411.9700012207031,412.1600036621094,188787,0.0,0.0,0.0
2023-04-21 10:32:00-04:00,412.1600036621094,412.2900085449219,412.02178955078125,412.0379943847656,131758,0.0,0.0,0.0
2023-04-21 10:33:00-04:00,412.0299987792969,412.1099853515625,411.9800109863281,411.989990234375,80365,0.0,0.0,0.0
2023-04-21 10:34:00-04:00,411.9800109863281,412.07000732421875,411.8949890136719,412.05499267578125,101988,0.0,0.0,0.0
2023-04-21 10:35:00-04:00,412.04998779296875,412.07000732421875,411.85009765625,411.92999267578125,111955,0.0,0.0,0.0
2023-04-21 10:36:00-04:00,411.92999267578125,412.07000732421875,411.9200134277344,411.9320983886719,94382,0.0,0.0,0.0
2023-04-21 10:37:00-04:00,411.930908203125,411.9725036621094,411.8599853515625,411.8800048828125,0,0.0,0.0,0.0
2023-04-21 10:38:00-04:00,411.8599853515625,411.8599853515625,411.67999267578125,411.70928955078125,190999,0.0,0.0,0.0
2023-04-21 10:39:00-04:00,411.7099914550781,411.7099914550781,411.5050048828125,411.55999755859375,175737,0.0,0.0,0.0
2023-04-21 10:40:00-04:00,411.57000732421875,411.5799865722656,411.51019287109375,411.54998779296875,92552,0.0,0.0,0.0
2023-04-21 10:41:00-04:00,411.5400085449219,411.54998779296875,411.260009765625,411.2799987792969,181352,0.0,0.0,0.0
2023-04-21 10:42:00-04:00,411.2850036621094,411.32000732421875,411.06500244140625,411.2098083496094,180638,0.0,0.0,0.0
2023-04-21 10:43:00-04:00,411.20001220703125,411.20001220703125,411.0199890136719,411.1400146484375,236368,0.0,0.0,0.0
2023-04-21 10:44:00-04:00,411.1300048828125,411.1400146484375,410.4599914550781,410.5201110839844,411369,0.0,0.0,0.0
2023-04-21 10:45:00-04:00,410.5249938964844,410.5899963378906,410.2449951171875,410.3999938964844,538083,0.0,0.0,0.0
2023-04-21 10:46:00-04:00,410.3900146484375,410.6700134277344,410.17999267578125,410.6000061035156,576663,0.0,0.0,0.0
2023-04-21 10:47:00-04:00,410.6099853515625,410.7099914550781,410.4100036621094,410.5350036621094,360924,0.0,0.0,0.0
2023-04-21 10:48:00-04:00,410.5382080078125,410.54998779296875,410.3299865722656,410.3299865722656,180999,0.0,0.0,0.0
2023-04-21 10:49:00-04:00,410.3313903808594,410.70001220703125,410.2799987792969,410.6698913574219,166720,0.0,0.0,0.0
2023-04-21 10:50:00-04:00,410.6700134277344,410.739990234375,410.55010986328125,410.6099853515625,224270,0.0,0.0,0.0
2023-04-21 10:51:00-04:00,410.5899963378906,410.689208984375,410.5199890136719,410.614990234375,158996,0.0,0.0,0.0
2023-04-21 10:52:00-04:00,410.5350036621094,410.5350036621094,410.5350036621094,410.5350036621094,0,0.0,0.0,0.0
